ID,Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
W7831,22.0,78,14.0,66.0,overcast,1015.99,2,Winter,1.5,coastal,Rainy
W6952,54.0,97,15.0,72.0,partly cloudy,1016.13,14,Winter,5.5,inland,Cloudy
W2508,15.0,82,14.5,91.0,overcast,993.37,1,Winter,1.0,inland,Rainy
W10002,48.0,67,10.0,53.0,partly cloudy,1144.28,9,Winter,17.0,coastal,Cloudy
W9627,38.0,27,7.5,14.0,clear,1017.69,6,Winter,6.5,inland,Sunny
W12497,-17.0,44,2.0,80.0,partly cloudy,950.59,6,Spring,19.5,coastal,Sunny
W2323,4.0,72,6.0,85.0,overcast,981.3,0,Winter,3.0,mountain,Snowy
W1457,60.0,109,10.0,105.0,partly cloudy,1017.33,10,Autumn,6.5,mountain,Sunny
W872,28.0,37,7.0,16.0,partly cloudy,1021.88,6,Spring,5.0,mountain,Sunny
W2235,22.0,92,12.0,75.0,clear,1024.34,8,Autumn,3.0,inland,Sunny
W9517,28.0,100,5.0,70.0,clear,1017.73,0,Spring,5.0,coastal,Sunny
W10290,47.0,86,21.0,74.0,partly cloudy,1007.79,5,Winter,6.5,inland,Cloudy
W12175,29.0,85,29.0,87.0,partly cloudy,1019.66,5,Summer,3.5,mountain,Cloudy
W11893,21.0,96,9.0,92.0,partly cloudy,1001.52,8,Spring,5.5,coastal,Cloudy
W3580,-20.0,24,11.5,81.0,overcast,1105.12,2,Winter,3.0,mountain,Rainy
W2497,19.0,63,8.5,33.0,overcast,1014.27,2,Spring,6.5,mountain,Cloudy
W1622,31.0,55,8.0,33.0,overcast,1006.48,1,Autumn,6.5,coastal,Cloudy
W9713,22.0,46,9.0,14.0,clear,1013.94,5,Winter,5.5,inland,Sunny
W4424,26.0,74,12.0,13.0,overcast,1010.7,1,Spring,7.0,coastal,Cloudy
W4723,35.0,26,3.0,15.0,partly cloudy,1010.07,5,Autumn,6.0,inland,Sunny
W4245,39.0,37,3.0,4.0,clear,1020.17,6,Winter,5.5,mountain,Sunny
W11543,35.0,94,30.5,81.0,partly cloudy,1018.53,7,Winter,3.5,coastal,Rainy
W4962,3.0,67,15.0,96.0,partly cloudy,984.37,0,Winter,5.0,mountain,Snowy
W9293,37.0,20,3.5,5.0,clear,1016.37,8,Winter,7.0,coastal,Sunny
W4883,10.0,84,31.5,90.0,overcast,1018.7,8,Autumn,3.0,mountain,Rainy
W770,34.0,68,10.5,62.0,overcast,1012.09,2,Summer,2.0,coastal,Rainy
W5853,-18.0,55,1.0,77.0,partly cloudy,981.32,1,Winter,4.5,coastal,Cloudy
W4524,23.0,74,7.0,26.0,overcast,1007.61,4,Summer,6.5,mountain,Cloudy
W7055,14.0,80,9.0,82.0,overcast,996.79,1,Summer,2.0,mountain,Rainy
W2407,25.0,62,1.0,33.0,partly cloudy,1003.39,3,Spring,5.5,mountain,Cloudy
W11642,29.0,68,7.0,73.0,overcast,998.1,0,Summer,4.5,coastal,Rainy
W11624,46.0,40,13.0,19.0,partly cloudy,841.67,1,Winter,4.0,mountain,Cloudy
W4025,40.0,83,26.5,108.0,overcast,1000.36,14,Autumn,1.5,inland,Rainy
W5045,21.0,56,8.5,18.0,partly cloudy,1015.83,4,Winter,6.5,coastal,Cloudy
W12674,34.0,90,7.0,79.0,overcast,1003.12,1,Winter,4.5,inland,Rainy
W7645,29.0,39,4.5,18.0,clear,1019.54,7,Spring,8.5,coastal,Sunny
W10278,17.0,65,2.5,23.0,partly cloudy,1016.65,4,Spring,7.5,coastal,Cloudy
W10232,19.0,77,7.5,72.0,partly cloudy,1002.91,10,Spring,4.0,coastal,Cloudy
W6423,53.0,104,11.0,89.0,overcast,1005.24,14,Winter,9.5,coastal,Cloudy
W12527,11.0,63,7.0,13.0,overcast,1009.2,4,Winter,8.0,inland,Cloudy
W4280,-15.0,41,5.5,34.0,overcast,980.9,11,Winter,2.5,inland,Rainy
W12446,33.0,25,8.0,6.0,partly cloudy,1023.77,6,Spring,5.5,inland,Sunny
W10255,12.0,82,18.0,63.0,overcast,990.87,3,Autumn,2.5,inland,Rainy
W11767,26.0,24,4.0,9.0,clear,1010.36,8,Autumn,7.5,inland,Sunny
W8611,27.0,75,2.0,21.0,overcast,1003.88,2,Spring,7.5,inland,Cloudy
W1794,9.0,83,19.5,91.0,overcast,999.89,10,Winter,1.0,coastal,Rainy
W4000,54.0,107,26.0,88.0,partly cloudy,991.72,4,Spring,3.0,mountain,Rainy
W7213,29.0,33,5.5,5.0,clear,1011.21,5,Autumn,5.5,mountain,Sunny
W10457,31.0,92,17.0,61.0,partly cloudy,1010.51,1,Winter,2.5,coastal,Rainy
W10812,-7.0,57,1.5,22.0,cloudy,829.51,11,Summer,12.0,coastal,Sunny
W712,35.0,42,6.0,11.0,clear,1024.48,5,Summer,7.5,coastal,Sunny
W2389,41.0,23,0.5,14.0,clear,1016.39,6,Summer,7.0,mountain,Sunny
W5545,27.0,57,2.0,1.0,clear,1017.64,10,Winter,6.0,coastal,Sunny
W12706,34.0,87,14.0,56.0,overcast,990.55,3,Spring,2.5,mountain,Rainy
W7990,27.0,91,13.5,75.0,overcast,998.73,1,Spring,2.5,coastal,Rainy
W10865,31.0,64,7.5,70.0,partly cloudy,1019.87,1,Spring,1.5,coastal,Rainy
W2116,36.0,54,6.5,9.0,clear,1016.25,11,Winter,8.5,inland,Sunny
W6243,36.0,89,0.5,73.0,partly cloudy,1006.71,13,Summer,2.5,coastal,Cloudy
W12932,25.0,76,15.5,55.0,overcast,1011.26,1,Spring,4.5,coastal,Rainy
W1069,31.0,53,7.5,5.0,clear,1023.5,10,Autumn,9.5,inland,Sunny
W2223,25.0,64,12.5,43.0,partly cloudy,1014.07,3,Summer,8.5,mountain,Cloudy
W11918,22.0,67,8.5,31.0,overcast,1014.55,2,Winter,8.0,mountain,Cloudy
W9372,25.0,63,2.0,70.0,overcast,1010.96,6,Summer,12.0,mountain,Sunny
W5313,31.0,97,28.5,91.0,overcast,1009.12,9,Winter,2.5,coastal,Cloudy
W913,32.0,49,2.5,9.0,clear,1012.59,7,Summer,5.0,inland,Sunny
W9628,35.0,49,0.0,11.0,clear,1027.62,11,Summer,5.5,inland,Sunny
W7339,29.0,48,8.5,2.0,clear,1010.31,8,Autumn,8.0,inland,Sunny
W7802,-20.0,58,9.5,76.0,cloudy,854.95,4,Summer,13.5,inland,Rainy
W1030,19.0,67,4.5,21.0,partly cloudy,1010.75,1,Winter,6.0,inland,Cloudy
W2762,10.0,65,12.0,42.0,partly cloudy,1008.82,4,Spring,5.0,coastal,Cloudy
W4223,20.0,67,8.0,16.0,partly cloudy,1010.01,4,Spring,5.5,coastal,Cloudy
W1595,11.0,67,8.0,17.0,partly cloudy,1005.72,4,Summer,6.0,inland,Cloudy
W12682,31.0,23,1.5,14.0,clear,1017.36,6,Autumn,9.0,mountain,Sunny
W8797,14.0,79,14.0,99.0,partly cloudy,1000.48,3,Spring,3.5,coastal,Rainy
W9219,24.0,91,14.0,97.0,overcast,993.37,0,Autumn,2.0,coastal,Rainy
W11975,-2.0,75,5.0,89.0,overcast,982.18,0,Winter,2.5,inland,Snowy
W1948,39.0,53,2.0,2.0,clear,1023.73,5,Winter,9.0,mountain,Sunny
W5041,-11.0,73,9.0,35.0,overcast,1135.81,12,Spring,2.0,coastal,Rainy
W3337,26.0,68,13.0,37.0,partly cloudy,1003.85,2,Spring,8.0,inland,Cloudy
W4418,17.0,92,20.5,70.0,partly cloudy,1013.39,14,Autumn,7.5,inland,Cloudy
W6725,10.0,72,6.5,64.0,overcast,997.32,2,Winter,4.5,mountain,Rainy
W12756,19.0,82,10.0,53.0,overcast,1007.78,1,Spring,4.0,mountain,Rainy
W6370,32.0,50,1.0,25.0,partly cloudy,1013.75,2,Autumn,6.0,inland,Cloudy
W7970,41.0,24,5.5,10.0,partly cloudy,1010.64,10,Summer,10.0,coastal,Sunny
W405,-16.0,48,9.0,76.0,cloudy,1157.85,8,Spring,2.5,inland,Cloudy
W2204,31.0,78,3.5,40.0,overcast,1008.57,2,Winter,8.0,mountain,Cloudy
W11971,40.0,20,0.5,19.0,clear,1013.09,9,Spring,8.0,coastal,Sunny
W13153,22.0,59,1.5,14.0,clear,1020.38,8,Spring,5.5,inland,Sunny
W7776,41.0,104,5.5,85.0,partly cloudy,1023.8,13,Summer,4.5,coastal,Sunny
W6043,11.0,68,9.0,52.0,overcast,990.06,0,Spring,1.5,inland,Rainy
W5460,28.0,66,11.5,49.0,overcast,1017.46,4,Summer,8.5,mountain,Cloudy
W9609,23.0,55,3.0,10.0,partly cloudy,1020.01,5,Winter,7.0,coastal,Sunny
W7697,32.0,88,5.5,97.0,overcast,1005.66,1,Spring,2.0,mountain,Rainy
W5283,29.0,62,2.0,38.0,overcast,1001.68,3,Spring,9.0,mountain,Cloudy
W6146,44.0,61,8.0,1.0,clear,1021.46,9,Spring,6.5,coastal,Sunny
W2293,16.0,73,12.0,79.0,overcast,997.53,2,Winter,2.5,inland,Rainy
W1181,15.0,72,35.5,99.0,overcast,1012.96,1,Autumn,5.0,inland,Rainy
W12579,30.0,68,13.5,40.0,overcast,1002.37,3,Summer,7.0,coastal,Cloudy
W2023,43.0,48,1.0,4.0,clear,1026.68,10,Autumn,9.0,coastal,Sunny
W6425,19.0,78,6.5,33.0,overcast,1004.21,1,Spring,8.0,inland,Cloudy
W5692,26.0,61,13.5,25.0,overcast,1000.09,3,Summer,6.5,mountain,Cloudy
W10027,34.0,78,7.5,58.0,overcast,1007.26,2,Winter,3.0,coastal,Rainy
W7132,33.0,77,6.5,96.0,partly cloudy,1001.42,2,Summer,4.5,mountain,Rainy
W2777,22.0,59,8.5,95.0,cloudy,845.46,11,Winter,7.0,mountain,Sunny
W12903,-6.0,63,1.0,50.0,partly cloudy,985.23,1,Winter,5.0,mountain,Snowy
W12476,40.0,34,9.0,0.0,clear,1028.25,11,Spring,7.5,mountain,Sunny
W5037,19.0,102,10.5,109.0,clear,1016.96,12,Winter,11.0,inland,Sunny
W2466,22.0,71,15.5,86.0,partly cloudy,1018.42,9,Summer,5.5,coastal,Cloudy
W11126,20.0,25,7.0,9.0,clear,1013.72,6,Spring,9.0,mountain,Sunny
W8383,40.0,39,0.5,11.0,partly cloudy,1025.81,7,Spring,9.5,mountain,Sunny
W2895,31.0,52,12.5,17.0,overcast,1019.17,2,Winter,5.5,coastal,Cloudy
W1358,34.0,51,10.0,13.0,cloudy,957.62,7,Spring,8.5,inland,Cloudy
W12897,21.0,68,13.0,40.0,overcast,1010.73,3,Autumn,5.5,coastal,Cloudy
W7186,50.0,77,9.0,76.0,clear,1019.37,11,Winter,1.0,coastal,Sunny
W1876,27.0,59,6.0,0.0,clear,1015.53,10,Autumn,7.0,coastal,Sunny
W3787,28.0,27,7.5,70.0,overcast,944.87,8,Winter,9.0,mountain,Cloudy
W5239,21.0,55,5.0,30.0,overcast,1005.76,4,Spring,7.5,inland,Cloudy
W12354,-10.0,60,14.5,84.0,overcast,988.08,0,Winter,3.5,mountain,Snowy
W4168,25.0,51,10.0,31.0,partly cloudy,1019.42,3,Spring,5.5,coastal,Cloudy
W1029,15.0,85,28.0,92.0,partly cloudy,1003.57,9,Summer,0.5,coastal,Cloudy
W11158,31.0,36,4.0,15.0,clear,1016.83,10,Spring,5.0,mountain,Sunny
W2266,28.0,64,0.5,12.0,partly cloudy,1005.24,1,Spring,8.5,mountain,Cloudy
W12516,42.0,35,7.0,2.0,partly cloudy,1028.81,8,Autumn,9.5,coastal,Sunny
W4944,29.0,66,6.5,2.0,partly cloudy,1018.54,8,Winter,8.0,inland,Sunny
W10621,21.0,83,12.5,50.0,overcast,991.17,2,Summer,4.5,mountain,Rainy
W7438,36.0,72,8.0,65.0,overcast,1056.96,7,Autumn,11.0,coastal,Rainy
W2920,27.0,71,13.0,25.0,overcast,1011.47,3,Autumn,6.0,mountain,Cloudy
W7834,10.0,107,22.0,94.0,partly cloudy,1003.89,14,Autumn,3.0,coastal,Cloudy
W12475,-12.0,68,4.0,76.0,overcast,1052.9,3,Autumn,11.0,inland,Sunny
W1440,25.0,94,13.5,99.0,overcast,1005.95,10,Spring,1.5,mountain,Cloudy
W10925,19.0,96,28.0,104.0,overcast,1011.38,5,Spring,1.5,mountain,Rainy
W2049,32.0,78,6.0,62.0,partly cloudy,1005.93,0,Autumn,1.0,coastal,Rainy
W9849,12.0,87,41.5,73.0,overcast,1016.44,6,Autumn,0.5,mountain,Rainy
W8457,41.0,58,1.5,7.0,clear,1024.84,8,Autumn,7.5,coastal,Sunny
W8060,-24.0,106,31.5,71.0,overcast,987.01,6,Winter,1.0,inland,Snowy
W1838,55.0,84,19.0,71.0,clear,1020.1,5,Summer,7.5,mountain,Sunny
W3916,18.0,79,10.0,85.0,overcast,994.54,3,Summer,1.5,coastal,Rainy
W8673,-16.0,58,8.5,85.0,overcast,1025.69,8,Autumn,3.0,inland,Sunny
W174,17.0,69,2.0,35.0,overcast,1009.83,1,Spring,8.5,coastal,Cloudy
W5217,22.0,38,9.5,15.0,clear,1029.06,6,Spring,9.5,inland,Sunny
W1615,10.0,87,12.5,57.0,overcast,993.1,3,Winter,5.0,coastal,Rainy
W4585,20.0,74,2.0,89.0,clear,1022.14,14,Winter,3.5,coastal,Sunny
W3856,34.0,53,12.5,46.0,partly cloudy,1019.99,2,Autumn,7.5,mountain,Cloudy
W5088,17.0,61,9.5,45.0,overcast,1019.92,3,Winter,5.5,coastal,Cloudy
W11341,36.0,60,7.5,6.0,clear,1029.37,9,Summer,8.5,coastal,Sunny
W10070,10.0,57,8.5,33.0,partly cloudy,1019.06,4,Spring,8.5,mountain,Cloudy
W5675,11.0,50,8.0,22.0,overcast,1013.91,3,Spring,6.0,mountain,Cloudy
W9774,45.0,40,7.0,34.0,cloudy,1184.37,14,Winter,19.0,coastal,Rainy
W7754,37.0,27,2.0,10.0,clear,1016.94,8,Summer,8.0,inland,Sunny
W11487,14.0,40,5.5,75.0,cloudy,1152.93,0,Autumn,17.0,coastal,Rainy
W8768,28.0,37,12.0,11.0,partly cloudy,1127.33,6,Spring,5.5,inland,Rainy
W4269,24.0,73,9.5,37.0,overcast,1014.68,1,Spring,8.0,inland,Cloudy
W11370,18.0,63,15.0,80.0,partly cloudy,1009.01,2,Winter,3.0,inland,Rainy
W11220,23.0,85,23.0,94.0,partly cloudy,1019.34,8,Autumn,1.5,inland,Rainy
W4417,-6.0,89,12.5,78.0,overcast,989.36,0,Winter,3.5,mountain,Snowy
W143,29.0,50,5.5,13.0,overcast,1002.04,4,Autumn,8.0,inland,Cloudy
W10854,34.0,79,8.5,10.0,overcast,1006.28,4,Spring,7.5,coastal,Cloudy
W9125,26.0,73,5.0,25.0,overcast,1013.91,4,Winter,5.5,mountain,Cloudy
W12861,27.0,56,7.0,48.0,overcast,1008.69,4,Winter,8.5,inland,Cloudy
W10563,20.0,97,17.0,70.0,overcast,1004.59,3,Winter,4.5,coastal,Rainy
W11345,29.0,97,15.5,52.0,overcast,999.8,0,Winter,1.0,inland,Rainy
W5183,23.0,62,5.0,18.0,clear,1016.46,8,Winter,6.5,coastal,Sunny
W8759,40.0,28,10.0,15.0,partly cloudy,1010.24,8,Spring,9.0,mountain,Sunny
W5520,32.0,88,11.5,56.0,overcast,1014.94,3,Summer,2.0,inland,Rainy
W7333,32.0,85,6.0,83.0,partly cloudy,996.38,0,Autumn,3.5,mountain,Rainy
W13002,-10.0,86,9.5,98.0,overcast,985.98,1,Winter,1.5,mountain,Snowy
W7381,38.0,61,9.0,19.0,clear,1022.19,8,Autumn,6.5,coastal,Sunny
W6584,17.0,77,7.0,59.0,overcast,997.83,2,Summer,1.5,coastal,Rainy
W12950,25.0,83,19.0,95.0,partly cloudy,1002.21,2,Autumn,3.0,mountain,Rainy
W2807,41.0,74,10.0,20.0,cloudy,841.45,1,Spring,16.0,mountain,Rainy
W3854,24.0,58,13.5,48.0,partly cloudy,1012.86,1,Winter,6.0,mountain,Cloudy
W7373,40.0,51,2.0,12.0,partly cloudy,1025.15,8,Spring,8.0,mountain,Sunny
W3266,26.0,28,5.5,4.0,clear,1021.68,7,Spring,9.0,mountain,Sunny
W4416,32.0,56,11.0,23.0,partly cloudy,1000.65,4,Spring,6.5,coastal,Cloudy
W3723,36.0,42,4.5,11.0,clear,1021.69,11,Winter,6.0,mountain,Sunny
W7628,16.0,76,4.0,10.0,overcast,1018.94,2,Winter,9.0,mountain,Cloudy
W12798,25.0,74,11.5,42.0,overcast,1005.83,4,Spring,7.5,inland,Cloudy
W12979,32.0,63,4.5,5.0,clear,1025.83,5,Summer,7.0,coastal,Sunny
W8441,30.0,51,6.5,29.0,partly cloudy,1015.04,1,Spring,7.5,coastal,Cloudy
W3997,27.0,48,1.5,9.0,clear,1018.84,8,Spring,10.0,coastal,Sunny
W230,22.0,89,12.0,85.0,partly cloudy,1017.54,11,Winter,2.0,coastal,Cloudy
W13074,26.0,66,2.0,13.0,partly cloudy,1028.9,9,Spring,7.0,mountain,Sunny
W5977,16.0,98,19.5,92.0,overcast,1007.21,3,Summer,4.5,coastal,Rainy
W5152,-1.0,81,7.0,59.0,overcast,984.68,1,Winter,1.0,inland,Snowy
W11159,11.0,108,24.5,78.0,overcast,1015.59,8,Winter,8.5,mountain,Cloudy
W5092,21.0,108,2.0,84.0,partly cloudy,1010.85,2,Summer,3.0,inland,Cloudy
W12809,63.0,96,19.5,84.0,clear,1023.2,9,Summer,12.0,inland,Sunny
W11696,32.0,93,8.5,63.0,overcast,990.18,0,Winter,1.5,mountain,Rainy
W9705,-4.0,30,13.0,52.0,partly cloudy,891.12,11,Winter,10.5,coastal,Sunny
W2625,27.0,49,9.5,5.0,clear,1019.72,9,Winter,7.5,coastal,Sunny
W6974,66.0,79,3.5,87.0,clear,1022.22,3,Spring,3.0,coastal,Sunny
W679,33.0,65,7.5,45.0,partly cloudy,1019.07,1,Summer,9.0,coastal,Cloudy
W7934,28.0,55,1.0,47.0,partly cloudy,1009.57,1,Winter,5.5,coastal,Cloudy
W3809,35.0,24,2.5,4.0,clear,1013.27,8,Winter,6.5,inland,Sunny
W12522,34.0,51,1.5,35.0,partly cloudy,1005.67,1,Summer,7.0,mountain,Cloudy
W1384,36.0,22,0.0,3.0,clear,1012.66,10,Spring,9.0,inland,Sunny
W4664,18.0,56,5.5,25.0,partly cloudy,1003.8,1,Winter,7.0,coastal,Cloudy
W6513,31.0,62,9.5,74.0,partly cloudy,1012.08,1,Spring,4.5,coastal,Rainy
W3216,4.0,71,19.0,61.0,overcast,980.33,0,Winter,4.0,inland,Snowy
W4436,24.0,22,7.0,10.0,partly cloudy,1015.13,8,Autumn,5.5,inland,Sunny
W10380,-10.0,31,10.5,84.0,partly cloudy,853.94,6,Spring,7.0,mountain,Sunny
W1832,35.0,67,7.0,15.0,clear,1024.13,7,Summer,7.5,inland,Sunny
W4937,13.0,64,13.0,30.0,partly cloudy,1008.6,2,Summer,7.0,mountain,Cloudy
W9581,20.0,44,2.0,17.0,partly cloudy,1021.95,7,Spring,5.5,inland,Sunny
W8330,28.0,59,4.5,17.0,partly cloudy,1016.04,1,Winter,6.5,coastal,Cloudy
W7259,27.0,40,2.0,35.0,partly cloudy,876.81,14,Winter,8.0,inland,Cloudy
W521,20.0,79,9.5,40.0,partly cloudy,1004.02,1,Spring,5.0,mountain,Cloudy
W933,20.0,102,15.0,83.0,overcast,1015.89,10,Spring,6.5,inland,Cloudy
W8962,24.0,63,12.5,15.0,partly cloudy,1015.45,4,Spring,7.5,coastal,Cloudy
W6224,31.0,79,5.0,31.0,partly cloudy,1001.76,4,Autumn,7.5,inland,Cloudys
W4685,-7.0,71,14.5,36.0,partly cloudy,1161.21,8,Summer,3.0,mountain,Sunny
W7281,18.0,71,12.5,66.0,partly cloudy,1015.11,0,Spring,4.0,inland,Rainy
W1726,11.0,69,7.0,28.0,partly cloudy,1006.53,1,Winter,7.0,inland,Cloudy
W9430,34.0,66,7.5,37.0,overcast,1007.45,3,Spring,7.0,coastal,Cloudy
W5398,10.0,72,7.5,17.0,partly cloudy,1009.62,4,Summer,8.0,inland,Cloudy
W10478,-6.0,81,21.5,90.0,overcast,984.81,12,Winter,1.5,mountain,Snowy
W7848,10.0,78,13.5,35.0,partly cloudy,1001.98,2,Autumn,5.5,inland,Cloudy
W11591,38.0,61,4.0,2.0,clear,1018.27,7,Summer,7.0,coastal,Sunny
W4246,-15.0,79,13.5,36.0,overcast,1161.73,4,Autumn,8.5,coastal,Sunny
W6358,24.0,41,3.5,1.0,clear,1021.36,10,Winter,6.0,inland,Sunny
W11466,25.0,76,5.5,92.0,overcast,995.26,0,Spring,2.0,mountain,Rainy
W5438,38.0,94,3.5,88.0,clear,1020.9,6,Summer,7.0,mountain,Sunny
W883,25.0,57,13.5,22.0,overcast,1005.37,1,Winter,5.5,inland,Cloudy
W3821,31.0,78,15.0,11.0,partly cloudy,1010.88,4,Summer,5.5,coastal,Cloudy
W10416,21.0,73,6.0,86.0,partly cloudy,1010.37,3,Winter,2.0,coastal,Rainy
W8135,41.0,55,8.5,18.0,clear,1021.61,7,Summer,5.0,coastal,Sunny
W11769,35.0,68,1.5,2.0,clear,1029.48,11,Autumn,6.0,inland,Sunny
W12693,35.0,35,8.5,83.0,cloudy,1135.1,0,Autumn,6.5,mountain,Rainy
W11141,1.0,93,10.0,65.0,overcast,999.33,1,Winter,1.0,inland,Snowy
W7374,24.0,92,7.0,98.0,overcast,1009.65,2,Autumn,3.0,mountain,Rainy
W2880,23.0,55,6.5,11.0,clear,1024.61,9,Autumn,7.0,inland,Sunny
W3091,29.0,58,11.5,16.0,partly cloudy,1006.68,3,Summer,7.5,mountain,Cloudy
W4971,40.0,64,6.0,15.0,partly cloudy,1026.58,7,Winter,5.0,inland,Sunny
W4043,51.0,92,38.5,81.0,overcast,990.11,5,Autumn,2.0,mountain,Rainy
W12717,53.0,73,29.0,82.0,partly cloudy,1008.15,13,Winter,8.0,inland,Cloudy
W2833,31.0,62,8.0,97.0,overcast,1003.98,3,Spring,4.5,coastal,Rainy
W9463,0.0,90,4.0,72.0,overcast,988.33,0,Winter,3.0,inland,Snowy
W12278,23.0,68,4.5,18.0,partly cloudy,1016.1,10,Winter,7.0,coastal,Sunny
W10301,23.0,58,7.0,7.0,clear,1026.41,9,Summer,7.5,coastal,Sunny
W10259,34.0,60,4.0,9.0,clear,1017.31,11,Winter,6.0,mountain,Sunny
W3805,40.0,61,9.0,4.0,clear,1017.38,11,Summer,8.5,mountain,Sunny
W406,21.0,68,3.0,30.0,partly cloudy,1019.34,1,Autumn,8.0,coastal,Cloudy
W1564,6.0,78,5.0,20.0,overcast,1122.45,9,Summer,7.5,inland,Sunny
W12726,25.0,99,20.5,84.0,overcast,1005.78,12,Autumn,3.0,inland,Cloudy
W12909,14.0,67,10.0,93.0,partly cloudy,992.6,3,Autumn,2.0,mountain,Rainy
W8728,34.0,67,12.0,40.0,partly cloudy,1015.26,2,Summer,7.5,coastal,Cloudy
W125,-1.0,83,18.0,73.0,overcast,983.46,0,Winter,1.5,inland,Snowy
W3300,14.0,55,14.0,30.0,overcast,1001.35,3,Spring,8.0,coastal,Cloudy
W3236,37.0,83,26.5,79.0,overcast,999.64,6,Summer,2.5,coastal,Rainy
W10095,26.0,63,11.0,46.0,overcast,1018.23,1,Summer,7.5,inland,Cloudy
W5558,-15.0,73,14.0,73.0,overcast,1090.57,4,Autumn,14.0,coastal,Cloudy
W2447,57.0,71,13.5,81.0,partly cloudy,1018.78,4,Autumn,9.0,mountain,Cloudy
W2832,23.0,32,0.5,14.0,clear,1010.25,9,Spring,9.0,inland,Sunny
W5685,29.0,36,2.5,1.0,partly cloudy,1022.15,11,Winter,9.5,mountain,Sunny
W6993,22.0,63,10.0,19.0,clear,1012.11,10,Spring,7.5,mountain,Sunny
W2246,24.0,28,1.0,9.0,partly cloudy,1023.11,6,Spring,5.0,coastal,Sunny
W9126,38.0,40,6.0,0.0,clear,1021.94,10,Winter,7.0,mountain,Sunny
W3052,30.0,21,7.5,1.0,clear,1011.23,9,Winter,6.0,coastal,Sunny
W9101,13.0,68,0.0,18.0,overcast,1005.92,2,Autumn,8.0,inland,Cloudy
W3032,28.0,48,5.0,4.0,partly cloudy,1026.54,10,Summer,8.5,mountain,Sunny
W319,22.0,58,13.5,20.0,overcast,1003.77,3,Winter,7.5,mountain,Cloudy
W12420,22.0,67,1.5,43.0,partly cloudy,1002.49,2,Winter,8.0,mountain,Cloudy
W3362,39.0,58,5.0,13.0,clear,1024.2,9,Autumn,7.0,inland,Sunny
W5856,27.0,28,10.0,98.0,overcast,896.93,2,Spring,11.0,inland,Snowy
W8186,11.0,55,4.0,38.0,partly cloudy,1015.12,1,Summer,7.0,inland,Cloudy
W5701,32.0,89,11.5,57.0,partly cloudy,1019.84,1,Spring,4.5,mountain,Rainy
W896,37.0,36,8.5,0.0,clear,1026.5,6,Autumn,6.5,inland,Sunny
W8956,20.0,56,9.5,36.0,partly cloudy,1005.56,2,Spring,8.0,inland,Cloudy
W8058,32.0,75,9.0,28.0,overcast,1014.35,3,Autumn,8.5,inland,Cloudy
W5607,11.0,51,7.5,31.0,overcast,1009.49,2,Autumn,8.5,inland,Cloudy
W3387,37.0,61,3.0,13.0,partly cloudy,1027.24,6,Autumn,9.0,inland,Sunny
W7910,32.0,67,17.5,81.0,overcast,1004.8,3,Spring,1.0,mountain,Rainy
W2587,16.0,77,9.5,17.0,partly cloudy,1008.07,3,Summer,9.0,inland,Cloudy
W4312,24.0,87,10.5,80.0,overcast,993.22,2,Winter,3.5,coastal,Rainy
W9230,13.0,69,15.0,93.0,overcast,994.69,1,Autumn,2.5,coastal,Rainy
W10985,42.0,21,0.5,0.0,clear,1026.32,5,Autumn,5.5,mountain,Sunny
W12592,24.0,70,8.0,10.0,overcast,1012.9,3,Autumn,7.0,mountain,Cloudy
W10777,44.0,42,12.5,25.0,partly cloudy,1139.07,14,Spring,7.5,mountain,Cloudy
W12699,-17.0,53,6.5,58.0,partly cloudy,922.89,12,Spring,8.5,inland,Sunny
W11531,36.0,38,6.0,0.0,partly cloudy,1010.62,8,Winter,9.5,coastal,Sunny
W6294,29.0,59,4.0,5.0,clear,1017.58,8,Spring,10.0,mountain,Sunny
W9037,-8.0,73,19.5,72.0,overcast,990.32,1,Winter,3.0,mountain,Snowy
W829,28.0,35,1.5,73.0,cloudy,918.45,0,Summer,10.5,mountain,Sunny
W10085,13.0,79,5.0,30.0,partly cloudy,1005.6,2,Summer,9.0,coastal,Cloudy
W3629,26.0,94,12.5,66.0,overcast,994.06,0,Spring,4.5,mountain,Rainy
W2699,22.0,48,9.0,12.0,clear,1016.71,10,Winter,9.0,inland,Sunny
W8265,16.0,56,14.5,18.0,overcast,1011.81,1,Winter,6.0,coastal,Cloudy
W3852,19.0,93,11.0,78.0,overcast,993.24,3,Summer,5.0,mountain,Rainy
W11825,19.0,79,10.5,11.0,overcast,1001.24,3,Summer,5.5,coastal,Cloudy
W1268,38.0,56,1.0,13.0,clear,1017.0,9,Autumn,7.0,coastal,Sunny
W5709,55.0,77,12.0,109.0,partly cloudy,1012.26,2,Summer,10.0,mountain,Sunny
W571,38.0,49,11.5,56.0,partly cloudy,1187.38,13,Autumn,13.0,inland,Sunny
W6026,6.0,100,6.0,93.0,overcast,995.07,2,Winter,1.0,mountain,Snowy
W3705,14.0,66,12.0,22.0,overcast,1007.43,1,Autumn,9.0,inland,Cloudy
W10277,30.0,59,3.0,35.0,overcast,1007.39,3,Winter,7.0,mountain,Cloudy
W1362,66.0,107,13.0,109.0,partly cloudy,1014.55,6,Summer,7.0,mountain,Cloudy
